From	To	Species	Gene Name
YJJV	2847741	Escherichia coli str. K-12 substr. MG1655	putative DNase(yjjV)
ILVM	8913153	Erwinia amylovora CFBP1430	acetolactate synthase(ilvM)
ILVM	1025509	Shigella flexneri 2a str. 301	acetolactate synthase 2 regulatory subunit(ilvM)
ILVM	5548781	Cronobacter sakazakii ATCC BAA-894	acetolactate synthase(ilvM)
ILVM	8833818	Xenorhabdus bovienii SS-2004	acetolactate synthase(ilvM)
ILVM	1176737	Yersinia pestis CO92	acetolactate synthase 2 regulatory subunit(ilvM)
ILVM	3279719	Vibrio fischeri ES114	acetolactate synthase 2 regulatory subunit(ilvM)
ILVM	14669477	Morganella morganii subsp. morganii KT	acetolactate synthase 2 regulatory subunit(ilvM)
ILVM	23390367	Serratia marcescens subsp. marcescens Db11	acetolactate synthase 2 regulatory subunit(ilvM)
ILVM	23843148	Kosakonia sacchari SP1	acetolactate synthase(ilvM)
ILVM	1190658	Vibrio parahaemolyticus RIMD 2210633	acetolactate synthase 2 regulatory subunit(ilvM)
ILVM	2881786	Pectobacterium atrosepticum SCRI1043	acetolactate synthase(ilvM)
ILVM	24909533	Enterobacter lignolyticus SCF1	acetolactate synthase(ilvM)
ILVM	7156802	Escherichia coli UMN026	acetolactate synthase 2 regulatory subunit(ilvM)
ILVM	23335430	Citrobacter freundii CFNIH1	acetolactate synthase 2 regulatory subunit(ilvM)
ILVM	915285	Escherichia coli O157:H7 str. Sakai	acetolactate synthase 2 regulatory subunit(ilvM)
ILVM	9735772	Dickeya dadantii 3937	acetolactate synthase(ilvM)
ILVM	23528515	Providencia rettgeri Dmel1	acetolactate synthase 2 regulatory subunit(ilvM)
ILVM	2614457	Vibrio cholerae O1 biovar El Tor str. N16961	acetolactate synthase 2 regulatory subunit(ilvM)
ILVM	24187089	Hafnia alvei FB1	acetolactate synthase 2 regulatory subunit(ilvM)
ILVM	6802810	Proteus mirabilis HI4320	acetolactate synthase(ilvM)
ILVM	23248526	Dickeya solani IPO 2222	acetolactate synthase small subunit(ilvM)
ILVM	4714858	Yersinia enterocolitica subsp. enterocolitica 8081	acetolactate synthase 2 regulatory subunit(ilvM)
ILVM	999508	Xanthomonas campestris pv. campestris str. ATCC 33913	acetolactate synthase isozyme II small subunit(ilvM)
ILVM	7151767	Escherichia coli IAI39	acetolactate synthase 2 regulatory subunit(ilvM)
ILVM	11794832	Pantoea ananatis LMG 5342	Acetolactate synthase isozyme II small subunit(ilvM)
ILVM	948279	Escherichia coli str. K-12 substr. MG1655	acetolactate synthase 2 small subunit(ilvM)
ILVM	12875767	Escherichia coli O83:H1 str. NRG 857C	acetolactate synthase 2 regulatory subunit(ilvM)
ILVM	25228893	Yersinia ruckeri ATCC 29473	acetolactate synthase 2 regulatory subunit(ilvM)
ILVM	7959797	Edwardsiella ictaluri 93-146	acetolactate synthase(ilvM)
ILVM	1255428	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	acetolactate synthase 2 regulatory subunit(ilvM)
ILVM	3797724	Shigella dysenteriae Sd197	acetolactate synthase 2 regulatory subunit(ilvM)
ILVM	10791726	Enterobacter aerogenes KCTC 2190	acetolactate synthase 2 regulatory subunit(ilvM)
ILVM	13700281	Escherichia coli O104:H4 str. 2011C-3493	acetolactate synthase 2 regulatory subunit(ilvM)
ILVM	24903023	Xenorhabdus nematophila ATCC 19061	acetolactate synthase(ilvM)
ILVM	1171950	Shewanella oneidensis MR-1	acetolactate synthase II small subunit IlvM(ilvM)
ILVM	28310474	Serratia plymuthica PRI-2C	acetolactate synthase 2 regulatory subunit(ilvM)
ILVN	6481877	Paulinella chromatophora	acetolactate synthase III small subunit(ilvN)
ILVN	1175126	Yersinia pestis CO92	acetolactate synthase 1 regulatory subunit(ilvN)
ILVN	1255319	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	acetolactate synthase 1 regulatory subunit(ilvN)
ILVN	4713634	Yersinia enterocolitica subsp. enterocolitica 8081	acetolactate synthase 1 regulatory subunit(ilvN)
ILVN	6942205	Thermodesulfovibrio yellowstonii DSM 11347	acetolactate synthase small subunit(ilvN)
ILVN	887226	Mycobacterium tuberculosis H37Rv	acetolactate synthase small subunit(ilvN)
ILVN	1084285	Bacillus anthracis str. Ames	acetolactate synthase small subunit(ilvN)
ILVN	1182611	[Pseudomonas syringae] pv. tomato str. DC3000	acetolactate synthase small subunit(ilvN)
ILVN	2685319	Geobacter sulfurreducens PCA	acetolactate synthase small subunit(ilvN)
ILVN	948183	Escherichia coli str. K-12 substr. MG1655	acetolactate synthase 1 small subunit(ilvN)
ILVN	1791592	Rhodopirellula baltica SH 1	acetolactate synthase small subunit(ilvN)
ILVN	7155446	Escherichia coli UMN026	acetolactate synthase 1 regulatory subunit(ilvN)
ILVN	7150335	Escherichia coli IAI39	acetolactate synthase 1 regulatory subunit(ilvN)
ILVN	1119358	Clostridium acetobutylicum ATCC 824	acetolactate synthase small subunit(ilvN)
ILVN	8799006	Streptococcus mitis B6	acetolactate synthase small subunit(ilvN)
ILVN	9888515	Bifidobacterium bifidum PRL2010	acetolactate synthase small subunit(ilvN)
ILVN	3799171	Shigella dysenteriae Sd197	acetolactate synthase 1 regulatory subunit(ilvN)
ILVN	1026109	Shigella flexneri 2a str. 301	acetolactate synthase 1 regulatory subunit(ilvN)
ILVN	1799438	Deinococcus radiodurans R1	acetolactate synthase small subunit(ilvN)
YJJQ	7154347	Escherichia coli IAI39	putative DNA-binding transcriptional regulator(yjjQ)
YJJQ	7159440	Escherichia coli UMN026	putative DNA-binding transcriptional regulator(yjjQ)
YJJQ	1025205	Shigella flexneri 2a str. 301	regulator(yjjQ)
YJJQ	1256073	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	LuxR/UhpA family transcriptional regulator(yjjQ)
YJJQ	948896	Escherichia coli str. K-12 substr. MG1655	putative transcriptional regulator(yjjQ)
ILVL	948283	Escherichia coli str. K-12 substr. MG1655	ilvG operon leader peptide(ilvL)
ILVL	1255426	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	ilvG operon leader peptide(ilvL)
ILVL	7151768	Escherichia coli IAI39	ilvG operon leader peptide(ilvL)
ILVL	3797726	Shigella dysenteriae Sd197	ilvG operon leader peptide(ilvL)
ILVL	14002309	Shewanella oneidensis MR-1	ilvGM operon attenuation leader peptide IlvL(ilvL)
ILVL	1249911	Salmonella enterica subsp. enterica serovar Typhi str. CT18	ilvGMEDA operon attenuator peptide(ilvL)
ILVL	7159274	Escherichia coli UMN026	ilvG operon leader peptide(ilvL)
ILVL	1026026	Shigella flexneri 2a str. 301	ilvG operon leader peptide(ilvL)
YJJP	3277246	Vibrio fischeri ES114	hypothetical protein(yjjP)
YJJP	948812	Escherichia coli str. K-12 substr. MG1655	DUF1212 family inner membrane protein(yjjP)
YJJP	7155547	Escherichia coli UMN026	hypothetical protein(yjjP)
YJJP	3795375	Shigella dysenteriae Sd197	pseudo(yjjP)
YJJP	1256072	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	membrane protein(yjjP)
YJJP	7150460	Escherichia coli IAI39	hypothetical protein(yjjP)
YJJP	1025364	Shigella flexneri 2a str. 301	structural protein(yjjP)
ILVE	904594	Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819	branched-chain amino acid aminotransferase(ilvE)
ILVE	881423	Pseudomonas aeruginosa PAO1	branched-chain amino acid aminotransferase(ilvE)
ILVE	888352	Mycobacterium tuberculosis H37Rv	branched-chain amino acid aminotransferase(ilvE)
ILVE	1176736	Yersinia pestis CO92	branched-chain amino acid aminotransferase(ilvE)
ILVE	1029342	Streptococcus mutans UA159	branched-chain amino acid aminotransferase(ilvE)
ILVE	1462340	Prochlorococcus marinus subsp. marinus str. CCMP1375	Branched-chain amino acid aminotransferase(ilvE)
ILVE	6942427	Thermodesulfovibrio yellowstonii DSM 11347	branched-chain amino acid aminotransferase(ilvE)
ILVE	4532447	Mycobacterium smegmatis str. MC2 155	branched-chain amino acid aminotransferase(ilvE)
ILVE	1117662	Clostridium acetobutylicum ATCC 824	branched-chain amino acid aminotransferase(ilvE)
ILVE	1200681	Enterococcus faecalis V583	branched-chain amino acid aminotransferase(ilvE)
ILVE	909864	Mycobacterium leprae TN	branched-chain amino acid aminotransferase(ilvE)
ILVE	950143	Haemophilus influenzae Rd KW20	branched-chain amino acid aminotransferase(ilvE)
ILVE	1026008	Shigella flexneri 2a str. 301	branched-chain amino acid aminotransferase(ilvE)
ILVE	1182968	[Pseudomonas syringae] pv. tomato str. DC3000	branched-chain amino acid aminotransferase(ilvE)
ILVE	1791693	Rhodopirellula baltica SH 1	branched-chain amino acid aminotransferase(ilvE)
ILVE	3096300	Burkholderia pseudomallei K96243	branched-chain amino acid aminotransferase(ilvE)
ILVE	2793847	Desulfovibrio vulgaris str. Hildenborough	branched-chain amino acid aminotransferase(ilvE)
ILVE	9904287	Gardnerella vaginalis ATCC 14019	branched-chain-amino-acid transaminase(ilvE)
ILVE	4714859	Yersinia enterocolitica subsp. enterocolitica 8081	branched-chain amino acid aminotransferase(ilvE)
ILVE	2600983	Gloeobacter violaceus PCC 7421	branched-chain amino acid aminotransferase(ilvE)
ILVE	4489857	Aeromonas hydrophila subsp. hydrophila ATCC 7966	branched-chain amino acid aminotransferase(ilvE)
ILVE	948278	Escherichia coli str. K-12 substr. MG1655	branched-chain amino acid aminotransferase(ilvE)
ILVE	3797723	Shigella dysenteriae Sd197	branched-chain amino acid aminotransferase(ilvE)
ILVE	1153702	Leptospira interrogans serovar Lai str. 56601	branched-chain amino acid aminotransferase(ilvE)
ILVE	3278327	Vibrio fischeri ES114	branched-chain amino acid aminotransferase(ilvE)
ILVE	9888977	Bifidobacterium bifidum PRL2010	branched-chain amino acid aminotransferase IlvE(ilvE)
ILVE	9436392	Amycolatopsis mediterranei U32	branched-chain amino acid aminotransferase(ilvE)
ILVE	11636900	Acinetobacter pittii PHEA-2	branched-chain amino acid transferase(ilvE)
ILVE	1091356	Mycobacterium bovis AF2122/97	branched-chain amino acid aminotransferase(ilvE)
ILVE	9438933	Amycolatopsis mediterranei U32	branched-chain amino acid aminotransferase(ilvE)
ILVE	13889150	Bordetella parapertussis Bpp5	branched-chain amino acid aminotransferase(ilvE)
ILVE	4806176	Streptococcus sanguinis SK36	branched-chain amino acid aminotransferase(ilvE)
ILVE	17361681	Nannochloropsis gaditana CCMP526	branched-chain amino acid aminotransferase(ILVE)
ILVE	1013959	Streptococcus agalactiae 2603V/R	branched-chain amino acid aminotransferase(ilvE)
ILVE	1168217	Shewanella oneidensis MR-1	branched-chain-amino-acid transaminase IlvE(ilvE)
ILVE	2858156	[Bacillus thuringiensis] serovar konkukian str. 97-27	branched-chain amino acid aminotransferase(ilvE)
ILVE	3719745	Rhodobacter sphaeroides 2.4.1	branched-chain amino acid aminotransferase(ilvE)
ILVE	3089408	Burkholderia mallei ATCC 23344	branched-chain amino acid aminotransferase(ilvE)
ILVE	8799120	Streptococcus mitis B6	branched-chain amino acid aminotransferase(ilvE)
ILVE	1001436	Xanthomonas campestris pv. campestris str. ATCC 33913	branched-chain amino acid aminotransferase(ilvE)
ILVE	2854287	[Bacillus thuringiensis] serovar konkukian str. 97-27	branched-chain amino acid aminotransferase(ilvE)
ILVE	1793021	Rhodopirellula baltica SH 1	branched-chain amino acid aminotransferase(ilvE)
ILVE	5299557	Flavobacterium psychrophilum JIP02/86	Branched-chain-amino-acid transaminase(ilvE)
ILVE	2685483	Geobacter sulfurreducens PCA	branched-chain amino acid aminotransferase(ilvE)
ILVE	7156806	Escherichia coli UMN026	branched-chain amino acid aminotransferase(ilvE)
ILVE	2667068	Bordetella pertussis Tohama I	branched-chain amino acid aminotransferase(ilvE)
ILVE	3252630	Lactobacillus acidophilus NCFM	branched-chain amino acid aminotransferase(ilvE)
ILVE	1049659	Bradyrhizobium diazoefficiens USDA 110	aminotransferase(ilvE)
ILVE	934293	Streptococcus pneumoniae R6	branched-chain amino acid aminotransferase(ilvE)
ILVE	1022256	Bifidobacterium longum NCC2705	ilvE(ilvE)
ILVE	3093889	Burkholderia pseudomallei K96243	branched-chain amino acid aminotransferase(ilvE)
ILVE	7151766	Escherichia coli IAI39	branched-chain amino acid aminotransferase(ilvE)
ILVE	13981472	Bordetella bronchiseptica 253	branched-chain amino acid aminotransferase(ilvE)
ILVE	1046413	Pseudomonas putida KT2440	branched-chain-amino acid aminotransferase(ilvE)
ILVE	6482047	Paulinella chromatophora	branched-chain amino acid aminotransferase(ilvE)
ILVE	1132909	Agrobacterium fabrum str. C58	branched-chain-amino-acid aminotransferase(ilvE)
ILVE	12999983	Enterococcus faecium DO	branched-chain-amino-acid transaminase(ilvE)
ILVE	1048331	Bradyrhizobium diazoefficiens USDA 110	aminotransferase(ilvE)
ILVE	3978204	Lactobacillus salivarius UCC118	branched-chain amino acid aminotransferase(ilvE)
ILVE	3851095	Salinibacter ruber DSM 13855	branched-chain amino acid aminotransferase(ilvE)
ILVE	1255429	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	branched-chain amino acid aminotransferase(ilvE)
ILVE	1006102	Chlorobium tepidum TLS	branched-chain amino acid aminotransferase(ilvE)
ILVE	3191569	Francisella tularensis subsp. tularensis SCHU S4	branched-chain amino acid aminotransferase(ilvE)
ILVE	12375163	Ketogulonicigenium vulgare WSH-001	(ilvE)
ILVE	7792816	Sinorhizobium fredii NGR234	branched-chain amino acid aminotransferase(ilvE)
ILVE	1193540	Aquifex aeolicus VF5	branched-chain amino acid aminotransferase(ilvE)
RRLE	1172438	Shewanella oneidensis MR-1	23S ribosomal RNA(rrlE)
RRLE	2795978	Desulfovibrio vulgaris str. Hildenborough	23S ribosomal RNA(rrlE)
RRLE	915231	Escherichia coli O157:H7 str. Sakai	23S ribosomal RNA(rrlE)
RRLE	948509	Escherichia coli str. K-12 substr. MG1655	23S ribosomal RNA of rrnE operon(rrlE)
RRLE	3798013	Shigella dysenteriae Sd197	23S ribosomal RNA(rrlE)
RRLE	1255705	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	23S ribosomal RNA(rrlE)
RRLE	4488107	Aeromonas hydrophila subsp. hydrophila ATCC 7966	23S ribosomal RNA(rrlE)
RRLE	1087322	Bacillus anthracis str. Ames	23S ribosomal RNA(rrlE)
RRLE	1027512	Shigella flexneri 2a str. 301	23S ribosomal RNA(rrlE)
RRLE	5399278	Clostridium botulinum A str. Hall	23S ribosomal RNA(rrlE)
WZYE	7157668	Escherichia coli UMN026	putative common antigen polymerase(wzyE)
WZYE	948293	Escherichia coli str. K-12 substr. MG1655	putative ECA polysaccharide chain elongation protein(wzyE)
WZYE	7152610	Escherichia coli IAI39	putative common antigen polymerase(wzyE)
YJJI	1256092	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	cytoplasmic protein(yjjI)
YJJI	7154351	Escherichia coli IAI39	pseudo(yjjI)
YJJI	3795340	Shigella dysenteriae Sd197	hypothetical protein(yjjI)
YJJI	7159444	Escherichia coli UMN026	hypothetical protein(yjjI)
YJJI	1027369	Shigella flexneri 2a str. 301	hypothetical protein(yjjI)
YJJI	3280349	Vibrio fischeri ES114	hypothetical protein(yjjI)
YJJI	7154342	Escherichia coli IAI39	pseudo(yjjI)
YJJI	948904	Escherichia coli str. K-12 substr. MG1655	DUF3029 family protein, putative glycine radical enzyme(yjjI)
ILVC	1007141	Chlorobium tepidum TLS	ketol-acid reductoisomerase(ilvC)
ILVC	2858689	[Bacillus thuringiensis] serovar konkukian str. 97-27	ketol-acid reductoisomerase(ilvC)
ILVC	13891435	Bordetella parapertussis Bpp5	ketol-acid reductoisomerase(ilvC)
ILVC	7152462	Escherichia coli IAI39	ketol-acid reductoisomerase(ilvC)
ILVC	1182612	[Pseudomonas syringae] pv. tomato str. DC3000	ketol-acid reductoisomerase(ilvC)
ILVC	2664321	Bordetella pertussis Tohama I	ketol-acid reductoisomerase(ilvC)
ILVC	4490334	Aeromonas hydrophila subsp. hydrophila ATCC 7966	ketol-acid reductoisomerase(ilvC)
ILVC	937475	Bacillus subtilis subsp. subtilis str. 168	ketol-acid reductoisomerase(ilvC)
ILVC	904172	Neisseria meningitidis MC58	ketol-acid reductoisomerase(ilvC)
ILVC	1109935	Buchnera aphidicola str. APS (Acyrthosiphon pisum)	ketol-acid reductoisomerase(ilvC)
ILVC	910812	Mycobacterium leprae TN	ketol-acid reductoisomerase(ilvC)
ILVC	1041985	Pseudomonas putida KT2440	ketol-acid reductoisomerase(ilvC)
ILVC	4806899	Streptococcus sanguinis SK36	ketol-acid reductoisomerase(ilvC)
ILVC	1790269	Rhodopirellula baltica SH 1	ketol-acid reductoisomerase(ilvC)
ILVC	1171952	Shewanella oneidensis MR-1	ketol-acid reductoisomerase IlvC(ilvC)
ILVC	999516	Xanthomonas campestris pv. campestris str. ATCC 33913	ketol-acid reductoisomerase(ilvC)
ILVC	1047317	Bradyrhizobium diazoefficiens USDA 110	ketol-acid reductoisomerase(ilvC)
ILVC	3192343	Francisella tularensis subsp. tularensis SCHU S4	pseudo(ilvC)
ILVC	948286	Escherichia coli str. K-12 substr. MG1655	ketol-acid reductoisomerase, NAD(P)-binding(ilvC)
ILVC	11638124	Acinetobacter pittii PHEA-2	ketol-acid reductoisomerase(ilvC)
ILVC	1134057	Agrobacterium fabrum str. C58	ketol-acid reductoisomerase(ilvC)
ILVC	1153584	Leptospira interrogans serovar Lai str. 56601	ketol-acid reductoisomerase(ilvC)
ILVC	2856800	[Bacillus thuringiensis] serovar konkukian str. 97-27	ketol-acid reductoisomerase(ilvC)
ILVC	4714864	Yersinia enterocolitica subsp. enterocolitica 8081	ketol-acid reductoisomerase(ilvC)
ILVC	1026032	Shigella flexneri 2a str. 301	ketol-acid reductoisomerase(ilvC)
ILVC	986504	Listeria monocytogenes EGD-e	ketol-acid reductoisomerase(ilvC)
ILVC	3092052	Burkholderia pseudomallei K96243	ketol-acid reductoisomerase(ilvC)
ILVC	9888317	Bifidobacterium bifidum PRL2010	ketol-acid reductoisomerase/2-dehydropantoate 2-reductase ilvC(ilvC)
ILVC	949478	Haemophilus influenzae Rd KW20	ketol-acid reductoisomerase(ilvC)
ILVC	9888318	Bifidobacterium bifidum PRL2010	ketol-acid reductoisomerase/2-dehydropantoate 2-reductase IlvC(ilvC)
ILVC	1176726	Yersinia pestis CO92	ketol-acid reductoisomerase(ilvC)
ILVC	3797719	Shigella dysenteriae Sd197	ketol-acid reductoisomerase(ilvC)
ILVC	904961	Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819	ketol-acid reductoisomerase(ilvC)
ILVC	1462771	Prochlorococcus marinus subsp. marinus str. CCMP1375	Ketol-acid reductoisomerase(ilvC)
ILVC	881483	Pseudomonas aeruginosa PAO1	ketol-acid reductoisomerase(ilvC)
ILVC	3853037	Salinibacter ruber DSM 13855	ketol-acid reductoisomerase(ilvC)
ILVC	6942349	Thermodesulfovibrio yellowstonii DSM 11347	ketol-acid reductoisomerase(ilvC)
ILVC	4533720	Mycobacterium smegmatis str. MC2 155	ketol-acid reductoisomerase(ilvC)
ILVC	8154618	Streptococcus suis BM407	ketol-acid reductoisomerase(ilvC)
ILVC	9435902	Amycolatopsis mediterranei U32	ketol-acid reductoisomerase(ilvC)
ILVC	13981585	Bordetella bronchiseptica 253	ketol-acid reductoisomerase(ilvC)
ILVC	887483	Mycobacterium tuberculosis H37Rv	ketol-acid reductoisomerase(ilvC)
ILVC	7156808	Escherichia coli UMN026	ketol-acid reductoisomerase(ilvC)
ILVC	8799004	Streptococcus mitis B6	ketol-acid reductoisomerase(ilvC)
ILVC	1114875	Lactococcus lactis subsp. lactis Il1403	ketol-acid reductoisomerase(ilvC)
ILVC	4913060	Clostridioides difficile 630	ketol-acid reductoisomerase(ilvC)
ILVC	2601058	Gloeobacter violaceus PCC 7421	ketol-acid reductoisomerase(ilvC)
ILVC	3090352	Burkholderia mallei ATCC 23344	ketol-acid reductoisomerase(ilvC)
ILVC	5299549	Flavobacterium psychrophilum JIP02/86	Ketol-acid reductoisomerase(ilvC)
ILVC	2793511	Desulfovibrio vulgaris str. Hildenborough	ketol-acid reductoisomerase(ilvC)
ILVC	6481537	Paulinella chromatophora	Acetohydroxy acid isomeroreductase(ilvC)
ILVC	1029416	Streptococcus mutans UA159	ketol-acid reductoisomerase(ilvC)
ILVC	1116274	Clostridium acetobutylicum ATCC 824	ketol-acid reductoisomerase(ilvC)
ILVC	1233734	Sinorhizobium meliloti 1021	ketol-acid reductoisomerase(ilvC)
ILVC	7791254	Sinorhizobium fredii NGR234	ketol-acid reductoisomerase(ilvC)
ILVC	934707	Streptococcus pneumoniae R6	ketol-acid reductoisomerase(ilvC)
ILVC	1093578	Mycobacterium bovis AF2122/97	ketol-acid reductoisomerase(ilvC)
ILVC	1192727	Aquifex aeolicus VF5	ketol-acid reductoisomerase(ilvC)
ILVC	1012299	Thermosynechococcus elongatus BP-1	ketol-acid reductoisomerase(ilvC)
ILVC	1255435	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	ketol-acid reductoisomerase(ilvC)
ILVC	2688407	Geobacter sulfurreducens PCA	ketol-acid reductoisomerase(ilvC)
